train_id;wagon_id;arrival_time;length;is_loaded;needs_retrofit;Track
T27;W11320;2025-12-02T14:23:45+00:00;14.94;false;True;collection
T27;W5833;2025-12-02T14:23:45+00:00;14.04;false;True;collection
T27;W6096;2025-12-02T14:23:45+00:00;14.04;false;True;collection
T27;W0874;2025-12-02T14:23:45+00:00;10.4;false;True;collection
T27;W10689;2025-12-02T14:23:45+00:00;14.04;false;True;collection
T27;W5838;2025-12-02T14:23:45+00:00;14.04;false;True;collection
T27;W11241;2025-12-02T14:23:45+00:00;14.94;false;True;collection
T27;W2444;2025-12-02T14:23:45+00:00;15.99;false;True;collection
T27;W10134;2025-12-02T14:23:45+00:00;23.24;false;True;collection
T28;W7862;2025-12-02T14:44:15+00:00;22.37;false;True;collection
T28;W10284;2025-12-02T14:44:15+00:00;22.86;false;True;collection
T28;W2696;2025-12-02T14:44:15+00:00;23.9;false;True;collection
T28;W9329;2025-12-02T14:44:15+00:00;18.0;false;True;collection
T29;W5978;2025-12-02T17:24:45+00:00;14.29;false;True;collection
T29;W5686;2025-12-02T17:24:45+00:00;14.04;false;True;collection
T29;W5403;2025-12-02T17:24:45+00:00;16.4;false;True;collection
T29;W8549;2025-12-02T17:24:45+00:00;23.2;false;True;collection
T29;W9401;2025-12-02T17:24:45+00:00;14.4;false;True;collection
T30;W8467;2025-12-02T18:03:00+00:00;29.59;false;True;collection
T30;W11192;2025-12-02T18:03:00+00:00;34.03;false;True;collection
T30;W11193;2025-12-02T18:03:00+00:00;34.03;false;True;collection
T31;W10099;2025-12-02T18:09:15+00:00;12.5;false;True;collection
T31;W3424;2025-12-02T18:09:15+00:00;19.9;false;True;collection
T31;W11541;2025-12-02T18:09:15+00:00;26.35;false;True;collection
T31;W8706;2025-12-02T18:09:15+00:00;23.24;false;True;collection
T31;W10826;2025-12-02T18:09:15+00:00;14.8;false;True;collection
T31;W10396;2025-12-02T18:09:15+00:00;19.9;false;True;collection
T32;W11361;2025-12-02T18:51:30+00:00;10.29;false;True;collection
T32;W12313;2025-12-02T18:51:30+00:00;20.76;false;True;collection
T33;W5897;2025-12-02T18:54:00+00:00;14.29;false;True;collection
T33;W6930;2025-12-02T18:54:00+00:00;14.04;false;True;collection
T33;W6224;2025-12-02T18:54:00+00:00;14.04;false;True;collection
T34;W12077;2025-12-02T20:26:45+00:00;23.24;false;True;collection
T34;W11766;2025-12-02T20:26:45+00:00;15.8;false;True;collection
T34;W4793;2025-12-02T20:26:45+00:00;12.04;false;True;collection
T34;W11718;2025-12-02T20:26:45+00:00;26.24;false;True;collection
T34;W8527;2025-12-02T20:26:45+00:00;23.2;false;True;collection
T34;W0043;2025-12-02T20:26:45+00:00;9.64;false;True;collection
T35;W2772;2025-12-02T21:17:45+00:00;23.9;false;True;collection
T35;W3651;2025-12-02T21:17:45+00:00;19.9;false;True;collection
T35;W4026;2025-12-02T21:17:45+00:00;19.9;false;True;collection
T35;W2716;2025-12-02T21:17:45+00:00;23.9;false;True;collection
T35;W11989;2025-12-02T21:17:45+00:00;23.24;false;True;collection
T35;W10725;2025-12-02T21:17:45+00:00;13.5;false;True;collection
T35;W10728;2025-12-02T21:17:45+00:00;13.5;false;True;collection
T36;W7261;2025-12-02T23:24:45+00:00;13.25;false;True;collection
T36;W7263;2025-12-02T23:24:45+00:00;13.25;false;True;collection
T36;W6339;2025-12-02T23:24:45+00:00;14.04;false;True;collection
T36;W3618;2025-12-02T23:24:45+00:00;19.9;false;True;collection
T36;W7252;2025-12-02T23:24:45+00:00;13.25;false;True;collection
T37;W6352;2025-12-03T00:14:45+00:00;14.04;false;True;collection
T37;W10321;2025-12-03T00:14:45+00:00;22.86;false;True;collection
T37;W7806;2025-12-03T00:14:45+00:00;16.0;false;True;collection
T38;W4726;2025-12-03T01:10:15+00:00;19.64;false;True;collection
T38;W4701;2025-12-03T01:10:15+00:00;19.74;false;True;collection
T38;W4754;2025-12-03T01:10:15+00:00;19.64;false;True;collection
T39;W1906;2025-12-03T01:14:15+00:00;19.9;false;True;collection
T39;W3811;2025-12-03T01:14:15+00:00;19.9;false;True;collection
T39;W3173;2025-12-03T01:14:15+00:00;20.0;false;True;collection
T39;W4666;2025-12-03T01:14:15+00:00;22.4;false;True;collection
T40;W7155;2025-12-03T02:26:45+00:00;11.6;false;True;collection
T40;W7258;2025-12-03T02:26:45+00:00;13.25;false;True;collection
T40;W9495;2025-12-03T02:26:45+00:00;16.44;false;True;collection
T41;W11014;2025-12-03T03:04:00+00:00;14.4;false;True;collection
T41;W9040;2025-12-03T03:04:00+00:00;18.0;false;True;collection
T41;W9345;2025-12-03T03:04:00+00:00;18.0;false;True;collection
T42;W7115;2025-12-03T05:10:45+00:00;14.04;false;True;collection
T42;W11723;2025-12-03T05:10:45+00:00;26.24;false;True;collection
T42;W8675;2025-12-03T05:10:45+00:00;23.24;false;True;collection
T42;W10706;2025-12-03T05:10:45+00:00;14.04;false;True;collection
T42;W9959;2025-12-03T05:10:45+00:00;15.9;false;True;collection
T43;W4849;2025-12-03T05:57:15+00:00;12.04;false;True;collection
T44;W8705;2025-12-03T05:59:15+00:00;23.24;false;True;collection
T44;W5127;2025-12-03T05:59:15+00:00;16.4;false;True;collection
T45;W6213;2025-12-03T06:47:15+00:00;14.04;false;True;collection
T45;W1578;2025-12-03T06:47:15+00:00;15.74;false;True;collection
T46;W9274;2025-12-03T06:59:00+00:00;17.9;false;True;collection
T46;W10886;2025-12-03T06:59:00+00:00;12.74;false;True;collection
T46;W9352;2025-12-03T06:59:00+00:00;16.1;false;True;collection
T46;W5403;2025-12-03T06:59:00+00:00;16.4;false;True;collection
T47;W5446;2025-12-03T08:23:00+00:00;16.4;false;True;collection
T47;W10881;2025-12-03T08:23:00+00:00;12.74;false;True;collection
T47;W10924;2025-12-03T08:23:00+00:00;14.4;false;True;collection
T47;W0678;2025-12-03T08:23:00+00:00;28.52;false;True;collection
T47;W4655;2025-12-03T08:23:00+00:00;22.4;false;True;collection
T47;W5705;2025-12-03T08:23:00+00:00;14.04;false;True;collection
T48;W5057;2025-12-03T11:17:45+00:00;20.84;false;True;collection
T48;W4522;2025-12-03T11:17:45+00:00;19.9;false;True;collection
T48;W4479;2025-12-03T11:17:45+00:00;19.9;false;True;collection
T49;W2737;2025-12-03T17:40:45+00:00;23.9;false;True;collection
T49;W10081;2025-12-03T17:40:45+00:00;12.5;false;True;collection
T49;W7253;2025-12-03T17:40:45+00:00;13.25;false;True;collection
T50;W2971;2025-12-03T17:55:15+00:00;23.24;false;True;collection
T50;W0607;2025-12-03T17:55:15+00:00;29.57;false;True;collection
T51;W12036;2025-12-03T18:37:45+00:00;23.24;false;True;collection
T51;W2786;2025-12-03T18:37:45+00:00;23.264;false;True;collection
T51;W2877;2025-12-03T18:37:45+00:00;23.264;false;True;collection
T51;W318166502860;2025-12-03T18:37:45+00:00;26.24;false;True;collection
T51;W9981;2025-12-03T18:37:45+00:00;15.9;false;True;collection
T51;W8717;2025-12-03T18:37:45+00:00;23.24;false;True;collection
T51;W5694;2025-12-03T18:37:45+00:00;14.04;false;True;collection
T51;W2771;2025-12-03T18:37:45+00:00;23.9;false;True;collection
T52;W0032;2025-12-03T20:13:15+00:00;10.0;false;True;collection
T52;W6592;2025-12-03T20:13:15+00:00;15.74;false;True;collection
T52;W10601;2025-12-03T20:13:15+00:00;20.84;false;True;collection
T52;W6942;2025-12-03T20:13:15+00:00;14.04;false;True;collection
T52;W2744;2025-12-03T20:13:15+00:00;23.9;false;True;collection
T52;W2686;2025-12-03T20:13:15+00:00;23.9;false;True;collection
T52;W8473;2025-12-03T20:13:15+00:00;15.24;false;True;collection
T53;W5167;2025-12-03T23:33:00+00:00;16.4;false;True;collection
T53;W5391;2025-12-03T23:33:00+00:00;16.4;false;True;collection
T54;W4026;2025-12-04T00:00:45+00:00;19.9;false;True;collection
T54;W2772;2025-12-04T00:00:45+00:00;23.9;false;True;collection
T54;W3651;2025-12-04T00:00:45+00:00;19.9;false;True;collection
T55;W6246;2025-12-04T00:59:00+00:00;14.04;false;True;collection
T55;W5947;2025-12-04T00:59:00+00:00;14.04;false;True;collection
T55;W5711;2025-12-04T00:59:00+00:00;14.04;false;True;collection
T55;W6884;2025-12-04T00:59:00+00:00;14.04;false;True;collection
T55;W5575;2025-12-04T00:59:00+00:00;14.29;false;True;collection
T56;W11718;2025-12-04T01:07:45+00:00;26.24;false;True;collection
T56;W6339;2025-12-04T01:07:45+00:00;14.04;false;True;collection
T56;W3618;2025-12-04T01:07:45+00:00;19.9;false;True;collection
T57;W8085;2025-12-04T02:51:30+00:00;22.35;false;True;collection
T57;W8082;2025-12-04T02:51:30+00:00;22.35;false;True;collection
T57;W8052;2025-12-04T02:51:30+00:00;22.35;false;True;collection
T57;W11268;2025-12-04T02:51:30+00:00;12.74;false;True;collection
T57;W0600;2025-12-04T02:51:30+00:00;29.57;false;True;collection
T57;W8096;2025-12-04T02:51:30+00:00;22.35;false;True;collection
T58;W8383;2025-12-04T05:34:30+00:00;34.2;false;True;collection
T58;W8381;2025-12-04T05:34:30+00:00;34.2;false;True;collection
T59;W9067;2025-12-04T05:56:45+00:00;18.0;false;True;collection
T59;W0117;2025-12-04T05:56:45+00:00;15.5;false;True;collection
T59;W0191;2025-12-04T05:56:45+00:00;15.5;false;True;collection
T59;W11315;2025-12-04T05:56:45+00:00;16.44;false;True;collection
T60;W4368;2025-12-04T06:24:00+00:00;19.9;false;True;collection
T60;W6862;2025-12-04T06:24:00+00:00;14.04;false;True;collection
T60;W1084;2025-12-04T06:24:00+00:00;30.98;false;True;collection
T60;W11555;2025-12-04T06:24:00+00:00;26.35;false;True;collection
T61;W11596;2025-12-04T07:21:15+00:00;12.54;false;True;collection
T61;W11723;2025-12-04T07:21:15+00:00;26.24;false;True;collection
T61;W2926;2025-12-04T07:21:15+00:00;23.264;false;True;collection
T61;W10957;2025-12-04T07:21:15+00:00;14.4;false;True;collection
T61;W4655;2025-12-04T07:21:15+00:00;22.4;false;True;collection
T62;W4701;2025-12-04T08:04:00+00:00;19.74;false;True;collection
T62;W4754;2025-12-04T08:04:00+00:00;19.64;false;True;collection
T62;W4726;2025-12-04T08:04:00+00:00;19.64;false;True;collection
T63;W6303;2025-12-04T08:24:00+00:00;14.04;false;True;collection
T63;W10958;2025-12-04T08:24:00+00:00;14.94;false;True;collection
T63;W6277;2025-12-04T08:24:00+00:00;14.04;false;True;collection
T63;W10928;2025-12-04T08:24:00+00:00;14.4;false;True;collection
T64;W0605;2025-12-04T08:54:00+00:00;29.57;false;True;collection
T64;W2291;2025-12-04T08:54:00+00:00;15.8;false;True;collection
T64;W0615;2025-12-04T08:54:00+00:00;29.57;false;True;collection
T65;W5446;2025-12-04T11:19:00+00:00;16.4;false;True;collection
T66;W0677;2025-12-04T11:31:00+00:00;28.52;false;True;collection
T66;W0924;2025-12-04T11:31:00+00:00;27.0;false;True;collection
T66;W0685;2025-12-04T11:31:00+00:00;27.0;false;True;collection
T66;W8613;2025-12-04T11:31:00+00:00;23.86;false;True;collection
T66;W0701;2025-12-04T11:31:00+00:00;27.0;false;True;collection
T67;W0020;2025-12-04T11:34:00+00:00;31.0;false;True;collection
T67;W11419;2025-12-04T11:34:00+00:00;28.52;false;True;collection
T68;W6634;2025-12-04T11:59:45+00:00;15.74;false;True;collection
T68;W4368;2025-12-04T11:59:45+00:00;19.9;false;True;collection
T68;W6025;2025-12-04T11:59:45+00:00;14.04;false;True;collection
T69;W10284;2025-12-04T12:19:15+00:00;22.86;false;True;collection
T69;W7175;2025-12-04T12:19:15+00:00;11.6;false;True;collection
T70;W6803;2025-12-04T13:07:45+00:00;14.04;false;True;collection
T70;W10689;2025-12-04T13:07:45+00:00;14.04;false;True;collection
T70;W4522;2025-12-04T13:07:45+00:00;19.9;false;True;collection
T70;W4479;2025-12-04T13:07:45+00:00;19.9;false;True;collection
T70;W10396;2025-12-04T13:07:45+00:00;19.9;false;True;collection
T71;W8473;2025-12-04T13:11:45+00:00;15.24;false;True;collection
T71;W5057;2025-12-04T13:11:45+00:00;20.84;false;True;collection
T71;W318166502860;2025-12-04T13:11:45+00:00;26.24;false;True;collection
T72;W7265;2025-12-04T14:43:45+00:00;13.25;false;True;collection
T72;W11947;2025-12-04T14:43:45+00:00;12.55;false;True;collection
T72;W11959;2025-12-04T14:43:45+00:00;12.55;false;True;collection
T72;W10522;2025-12-04T14:43:45+00:00;17.54;false;True;collection
T72;W6231;2025-12-04T14:43:45+00:00;14.04;false;True;collection
T73;W12349;2025-12-04T15:01:30+00:00;12.1;false;True;collection
T74;W7316;2025-12-04T17:57:45+00:00;19.04;false;True;collection
T74;W9534;2025-12-04T17:57:45+00:00;19.04;false;True;collection
T74;W11953;2025-12-04T17:57:45+00:00;12.55;false;True;collection
T74;W9237;2025-12-04T17:57:45+00:00;13.7;false;True;collection
T74;W2853;2025-12-04T17:57:45+00:00;23.264;false;True;collection
T74;W2415;2025-12-04T17:57:45+00:00;16.0;false;True;collection
T74;W10093;2025-12-04T17:57:45+00:00;19.14;false;True;collection
T74;W11640;2025-12-04T17:57:45+00:00;12.54;false;True;collection
T75;W8626;2025-12-04T18:03:45+00:00;23.86;false;True;collection
T75;W0117;2025-12-04T18:03:45+00:00;15.5;false;True;collection
T75;W0191;2025-12-04T18:03:45+00:00;15.5;false;True;collection
T76;W2973;2025-12-04T19:05:15+00:00;23.24;false;True;collection
T76;W12060;2025-12-04T19:05:15+00:00;23.24;false;True;collection
T76;W0430;2025-12-04T19:05:15+00:00;14.23;false;True;collection
T76;W5757;2025-12-04T19:05:15+00:00;14.29;false;True;collection
T76;W7272;2025-12-04T19:05:15+00:00;13.25;false;True;collection
T76;W9009;2025-12-04T19:05:15+00:00;16.4;false;True;collection
T77;W11256;2025-12-04T19:10:15+00:00;12.74;false;True;collection
T77;W11261;2025-12-04T19:10:15+00:00;12.74;false;True;collection
T77;W11269;2025-12-04T19:10:15+00:00;12.74;false;True;collection
T77;W9238;2025-12-04T19:10:15+00:00;13.7;false;True;collection
T77;W11555;2025-12-04T19:10:15+00:00;26.35;false;True;collection
T77;W11348;2025-12-04T19:10:15+00:00;16.5;false;True;collection
T78;W4701;2025-12-04T19:17:15+00:00;19.74;false;True;collection
T78;W4726;2025-12-04T19:17:15+00:00;19.64;false;True;collection
T78;W4754;2025-12-04T19:17:15+00:00;19.64;false;True;collection
T79;W2298;2025-12-04T19:57:45+00:00;15.8;false;True;collection
T79;W2162;2025-12-04T19:57:45+00:00;17.18;false;True;collection
T79;W2362;2025-12-04T19:57:45+00:00;15.8;false;True;collection
T79;W2207;2025-12-04T19:57:45+00:00;17.18;false;True;collection
T79;W2126;2025-12-04T19:57:45+00:00;15.8;false;True;collection
T79;W2083;2025-12-04T19:57:45+00:00;15.8;false;True;collection
T79;W7103;2025-12-04T19:57:45+00:00;14.04;false;True;collection
T79;W4733;2025-12-04T19:57:45+00:00;19.74;false;True;collection
T80;W8634;2025-12-04T20:37:00+00:00;23.24;false;True;collection
T80;W11915;2025-12-04T20:37:00+00:00;15.0;false;True;collection
T80;W2405;2025-12-04T20:37:00+00:00;16.0;false;True;collection
T80;W10113;2025-12-04T20:37:00+00:00;23.2;false;True;collection
T80;W5172;2025-12-04T20:37:00+00:00;16.4;false;True;collection
T81;W5592;2025-12-04T20:46:15+00:00;14.29;false;True;collection
T81;W2898;2025-12-04T20:46:15+00:00;23.264;false;True;collection
T81;W2586;2025-12-04T20:46:15+00:00;19.04;false;True;collection
T82;W11482;2025-12-04T23:24:00+00:00;26.35;false;True;collection
T82;W8671;2025-12-04T23:24:00+00:00;23.24;false;True;collection
T82;W11252;2025-12-04T23:24:00+00:00;12.74;false;True;collection
T82;W5452;2025-12-04T23:24:00+00:00;16.4;false;True;collection
T82;W6800;2025-12-04T23:24:00+00:00;14.04;false;True;collection
T83;W0678;2025-12-04T23:58:00+00:00;28.52;false;True;collection
T83;W8380;2025-12-04T23:58:00+00:00;34.2;false;True;collection
T83;W8378;2025-12-04T23:58:00+00:00;34.2;false;True;collection
T84;W10354;2025-12-05T00:08:00+00:00;22.86;false;True;collection
T84;W10321;2025-12-05T00:08:00+00:00;22.86;false;True;collection
T85;W9397;2025-12-05T00:15:15+00:00;14.4;false;True;collection
T85;W9591;2025-12-05T00:15:15+00:00;19.04;false;True;collection
T85;W9573;2025-12-05T00:15:15+00:00;19.04;false;True;collection
T85;W10336;2025-12-05T00:15:15+00:00;22.86;false;True;collection
T85;W9517;2025-12-05T00:15:15+00:00;18.99;false;True;collection
T85;W9543;2025-12-05T00:15:15+00:00;19.04;false;True;collection
T85;W9544;2025-12-05T00:15:15+00:00;19.04;false;True;collection
T86;W6592;2025-12-05T01:02:15+00:00;15.74;false;True;collection
T86;W6682;2025-12-05T01:02:15+00:00;15.74;false;True;collection
T87;W2112;2025-12-05T01:30:15+00:00;15.8;false;True;collection
T87;W11259;2025-12-05T01:30:15+00:00;12.74;false;True;collection
T88;W7400;2025-12-05T02:23:30+00:00;19.04;false;True;collection
T88;W0606;2025-12-05T02:23:30+00:00;29.57;false;True;collection
T88;W9868;2025-12-05T02:23:30+00:00;23.26;false;True;collection
T88;W8631;2025-12-05T02:23:30+00:00;23.24;false;True;collection
T88;W2548;2025-12-05T02:23:30+00:00;19.04;false;True;collection
T88;W9948;2025-12-05T02:23:30+00:00;16.0;false;True;collection
T88;W9708;2025-12-05T02:23:30+00:00;15.0;false;True;collection
T88;W0630;2025-12-05T02:23:30+00:00;29.57;false;True;collection
T88;W9491;2025-12-05T02:23:30+00:00;16.4;false;True;collection
T89;W10581;2025-12-05T02:43:45+00:00;20.84;false;True;collection
T89;W11344;2025-12-05T02:43:45+00:00;16.5;false;True;collection
T89;W10258;2025-12-05T02:43:45+00:00;23.264;false;True;collection
T89;W5310;2025-12-05T02:43:45+00:00;16.4;false;True;collection
T89;W12355;2025-12-05T02:43:45+00:00;12.1;false;True;collection
T90;W9440;2025-12-05T05:07:30+00:00;16.4;false;True;collection
T90;W9489;2025-12-05T05:07:30+00:00;16.4;false;True;collection
T90;W2712;2025-12-05T05:07:30+00:00;23.9;false;True;collection
T90;W0943;2025-12-05T05:07:30+00:00;27.0;false;True;collection
T91;W10249;2025-12-05T11:55:30+00:00;23.264;false;True;collection
T91;W2050;2025-12-05T11:55:30+00:00;15.8;false;True;collection
T91;W2386;2025-12-05T11:55:30+00:00;15.8;false;True;collection
T91;W10254;2025-12-05T11:55:30+00:00;23.264;false;True;collection
T91;W12057;2025-12-05T11:55:30+00:00;23.24;false;True;collection
T91;W2136;2025-12-05T11:55:30+00:00;17.18;false;True;collection
T92;W5282;2025-12-05T13:55:00+00:00;16.4;false;True;collection
T92;W9940;2025-12-05T13:55:00+00:00;16.94;false;True;collection
T92;W9081;2025-12-05T13:55:00+00:00;18.0;false;True;collection
T92;W12074;2025-12-05T13:55:00+00:00;23.24;false;True;collection
T93;W7542;2025-12-05T15:06:30+00:00;19.04;false;True;collection
T93;W8990;2025-12-05T15:06:30+00:00;22.4;false;True;collection
T93;W10886;2025-12-05T15:06:30+00:00;12.74;false;True;collection
T93;W10814;2025-12-05T15:06:30+00:00;14.4;false;True;collection
T93;W8952;2025-12-05T15:06:30+00:00;24.0;false;True;collection
T94;W2853;2025-12-05T17:32:45+00:00;23.264;false;True;collection
T95;W2652;2025-12-05T20:42:00+00:00;19.04;false;True;collection
T95;W12385;2025-12-05T20:42:00+00:00;18.9;false;True;collection
T96;W11539;2025-12-05T23:27:30+00:00;26.35;false;True;collection
T96;W11254;2025-12-05T23:27:30+00:00;12.74;false;True;collection
T96;W4532;2025-12-05T23:27:30+00:00;19.9;false;True;collection
T96;W8676;2025-12-05T23:27:30+00:00;23.24;false;True;collection
T96;W4478;2025-12-05T23:27:30+00:00;19.9;false;True;collection
T96;W5845;2025-12-05T23:27:30+00:00;14.04;false;True;collection
T96;W10889;2025-12-05T23:27:30+00:00;12.74;false;True;collection
T96;W5248;2025-12-05T23:27:30+00:00;16.4;false;True;collection
T96;W3562;2025-12-05T23:27:30+00:00;19.9;false;True;collection
T96;W4915;2025-12-05T23:27:30+00:00;12.04;false;True;collection
T97;W12195;2025-12-05T23:55:15+00:00;23.24;false;True;collection
T97;W0883;2025-12-05T23:55:15+00:00;31.0;false;True;collection
T97;W10330;2025-12-05T23:55:15+00:00;22.86;false;True;collection
T97;W5036;2025-12-05T23:55:15+00:00;20.84;false;True;collection
T97;W0665;2025-12-05T23:55:15+00:00;31.0;false;True;collection
T97;W5519;2025-12-05T23:55:15+00:00;33.94;false;True;collection
T98;W4701;2025-12-06T00:54:30+00:00;19.74;false;True;collection
T98;W4726;2025-12-06T00:54:30+00:00;19.64;false;True;collection
