train_id;wagon_id;arrival_time;length;is_loaded;needs_retrofit;Track
T17;W3926;2025-12-04T16:50:00+00:00;19.9;false;True;collection
T18;W9174;2025-12-04T22:29:00+00:00;17.0;false;True;collection
T18;W9173;2025-12-04T22:29:00+00:00;17.0;false;True;collection
T18;W9169;2025-12-04T22:29:00+00:00;17.0;false;True;collection
T19;W6140;2025-12-05T03:48:00+00:00;14.04;false;True;collection
T20;W10364;2025-12-05T09:34:00+00:00;19.9;false;True;collection
T20;W6077;2025-12-05T09:34:00+00:00;14.04;false;True;collection
T21;W9276;2025-12-05T10:40:00+00:00;17.9;false;True;collection
T21;W9270;2025-12-05T10:40:00+00:00;16.1;false;True;collection
T21;W11578;2025-12-05T10:40:00+00:00;20.44;false;True;collection
T22;W11970;2025-12-05T17:01:00+00:00;23.24;false;True;collection
T22;W0623;2025-12-05T17:01:00+00:00;29.57;false;True;collection
T23;W11259;2025-12-06T04:32:00+00:00;12.74;false;True;collection
T23;W5167;2025-12-06T04:32:00+00:00;16.4;false;True;collection
T23;W5391;2025-12-06T04:32:00+00:00;16.4;false;True;collection
T23;W3173;2025-12-06T04:32:00+00:00;20.0;false;True;collection
T23;W2926;2025-12-06T04:32:00+00:00;23.264;false;True;collection
T23;W11261;2025-12-06T04:32:00+00:00;12.74;false;True;collection
T23;W11269;2025-12-06T04:32:00+00:00;12.74;false;True;collection
T23;W6682;2025-12-06T04:32:00+00:00;15.74;false;True;collection
T23;W4666;2025-12-06T04:32:00+00:00;22.4;false;True;collection
T23;W11256;2025-12-06T04:32:00+00:00;12.74;false;True;collection
T23;W3811;2025-12-06T04:32:00+00:00;19.9;false;True;collection
T23;W10892;2025-12-06T04:32:00+00:00;12.74;false;True;collection
T23;W5038;2025-12-06T04:32:00+00:00;20.84;false;True;collection
T24;W1906;2025-12-06T05:19:00+00:00;19.9;false;True;collection
T24;W3926;2025-12-06T05:19:00+00:00;19.9;false;True;collection
T25;W1150;2025-12-06T05:52:00+00:00;12.34;false;True;collection
T25;W1151;2025-12-06T05:52:00+00:00;12.34;false;True;collection
T25;W1152;2025-12-06T05:52:00+00:00;12.34;false;True;collection
T25;W1156;2025-12-06T05:52:00+00:00;12.34;false;True;collection
T25;W1149;2025-12-06T05:52:00+00:00;12.34;false;True;collection
T25;W1139;2025-12-06T05:52:00+00:00;12.34;false;True;collection
T25;W1158;2025-12-06T05:52:00+00:00;12.34;false;True;collection
T25;W1161;2025-12-06T05:52:00+00:00;12.24;false;True;collection
T25;W1174;2025-12-06T05:52:00+00:00;12.34;false;True;collection
T26;W10878;2025-12-06T12:32:00+00:00;12.74;false;True;collection
T26;W10889;2025-12-06T12:32:00+00:00;12.74;false;True;collection
T26;W11254;2025-12-06T12:32:00+00:00;12.74;false;True;collection
T27;W2444;2025-12-06T15:35:00+00:00;15.99;false;True;collection
T27;W0874;2025-12-06T15:35:00+00:00;10.4;false;True;collection
T27;W5833;2025-12-06T15:35:00+00:00;14.04;false;True;collection
T27;W11241;2025-12-06T15:35:00+00:00;14.94;false;True;collection
T27;W11320;2025-12-06T15:35:00+00:00;14.94;false;True;collection
T27;W10134;2025-12-06T15:35:00+00:00;23.24;false;True;collection
T27;W5838;2025-12-06T15:35:00+00:00;14.04;false;True;collection
T27;W6096;2025-12-06T15:35:00+00:00;14.04;false;True;collection
T27;W10689;2025-12-06T15:35:00+00:00;14.04;false;True;collection
T28;W2696;2025-12-06T16:57:00+00:00;23.9;false;True;collection
T28;W7862;2025-12-06T16:57:00+00:00;22.37;false;True;collection
T28;W9329;2025-12-06T16:57:00+00:00;18.0;false;True;collection
T28;W10284;2025-12-06T16:57:00+00:00;22.86;false;True;collection
T29;W5686;2025-12-07T03:39:00+00:00;14.04;false;True;collection
T29;W5978;2025-12-07T03:39:00+00:00;14.29;false;True;collection
T29;W5403;2025-12-07T03:39:00+00:00;16.4;false;True;collection
T29;W8549;2025-12-07T03:39:00+00:00;23.2;false;True;collection
T29;W9401;2025-12-07T03:39:00+00:00;14.4;false;True;collection
T30;W11193;2025-12-07T06:12:00+00:00;34.03;false;True;collection
T30;W11192;2025-12-07T06:12:00+00:00;34.03;false;True;collection
T30;W8467;2025-12-07T06:12:00+00:00;29.59;false;True;collection
T31;W10826;2025-12-07T06:37:00+00:00;14.8;false;True;collection
T31;W8706;2025-12-07T06:37:00+00:00;23.24;false;True;collection
T31;W11541;2025-12-07T06:37:00+00:00;26.35;false;True;collection
T31;W3424;2025-12-07T06:37:00+00:00;19.9;false;True;collection
T31;W10396;2025-12-07T06:37:00+00:00;19.9;false;True;collection
T31;W10099;2025-12-07T06:37:00+00:00;12.5;false;True;collection
T32;W12313;2025-12-07T09:26:00+00:00;20.76;false;True;collection
T32;W11361;2025-12-07T09:26:00+00:00;10.29;false;True;collection
T33;W6930;2025-12-07T09:36:00+00:00;14.04;false;True;collection
T33;W6224;2025-12-07T09:36:00+00:00;14.04;false;True;collection
T33;W5897;2025-12-07T09:36:00+00:00;14.29;false;True;collection
T34;W12077;2025-12-07T15:47:00+00:00;23.24;false;True;collection
T34;W11766;2025-12-07T15:47:00+00:00;15.8;false;True;collection
T34;W4793;2025-12-07T15:47:00+00:00;12.04;false;True;collection
T34;W8527;2025-12-07T15:47:00+00:00;23.2;false;True;collection
T34;W0043;2025-12-07T15:47:00+00:00;9.64;false;True;collection
T34;W11718;2025-12-07T15:47:00+00:00;26.24;false;True;collection
T35;W10725;2025-12-07T19:11:00+00:00;13.5;false;True;collection
T35;W10728;2025-12-07T19:11:00+00:00;13.5;false;True;collection
T35;W11989;2025-12-07T19:11:00+00:00;23.24;false;True;collection
T35;W4026;2025-12-07T19:11:00+00:00;19.9;false;True;collection
T35;W2716;2025-12-07T19:11:00+00:00;23.9;false;True;collection
T35;W2772;2025-12-07T19:11:00+00:00;23.9;false;True;collection
T35;W3651;2025-12-07T19:11:00+00:00;19.9;false;True;collection
T36;W7263;2025-12-08T03:39:00+00:00;13.25;false;True;collection
T36;W7261;2025-12-08T03:39:00+00:00;13.25;false;True;collection
T36;W7252;2025-12-08T03:39:00+00:00;13.25;false;True;collection
T36;W6339;2025-12-08T03:39:00+00:00;14.04;false;True;collection
T36;W3618;2025-12-08T03:39:00+00:00;19.9;false;True;collection
T37;W6352;2025-12-08T06:59:00+00:00;14.04;false;True;collection
T37;W7806;2025-12-08T06:59:00+00:00;16.0;false;True;collection
T37;W10321;2025-12-08T06:59:00+00:00;22.86;false;True;collection
T38;W4701;2025-12-08T10:41:00+00:00;19.74;false;True;collection
T38;W4726;2025-12-08T10:41:00+00:00;19.64;false;True;collection
T38;W4754;2025-12-08T10:41:00+00:00;19.64;false;True;collection
T39;W3173;2025-12-08T10:57:00+00:00;20.0;false;True;collection
T39;W1906;2025-12-08T10:57:00+00:00;19.9;false;True;collection
T39;W4666;2025-12-08T10:57:00+00:00;22.4;false;True;collection
T39;W3811;2025-12-08T10:57:00+00:00;19.9;false;True;collection
T40;W9495;2025-12-08T15:47:00+00:00;16.44;false;True;collection
T40;W7258;2025-12-08T15:47:00+00:00;13.25;false;True;collection
T40;W7155;2025-12-08T15:47:00+00:00;11.6;false;True;collection
T41;W11014;2025-12-08T18:16:00+00:00;14.4;false;True;collection
T41;W9040;2025-12-08T18:16:00+00:00;18.0;false;True;collection
T41;W9345;2025-12-08T18:16:00+00:00;18.0;false;True;collection
T42;W11723;2025-12-09T02:43:00+00:00;26.24;false;True;collection
T42;W10706;2025-12-09T02:43:00+00:00;14.04;false;True;collection
T42;W7115;2025-12-09T02:43:00+00:00;14.04;false;True;collection
T42;W9959;2025-12-09T02:43:00+00:00;15.9;false;True;collection
T42;W8675;2025-12-09T02:43:00+00:00;23.24;false;True;collection
T43;W4849;2025-12-09T05:49:00+00:00;12.04;false;True;collection
T44;W5127;2025-12-09T05:57:00+00:00;16.4;false;True;collection
T44;W8705;2025-12-09T05:57:00+00:00;23.24;false;True;collection
T45;W1578;2025-12-09T09:09:00+00:00;15.74;false;True;collection
T45;W6213;2025-12-09T09:09:00+00:00;14.04;false;True;collection
T46;W5403;2025-12-09T09:56:00+00:00;16.4;false;True;collection
T46;W9352;2025-12-09T09:56:00+00:00;16.1;false;True;collection
T46;W10886;2025-12-09T09:56:00+00:00;12.74;false;True;collection
T46;W9274;2025-12-09T09:56:00+00:00;17.9;false;True;collection
T47;W10924;2025-12-09T15:32:00+00:00;14.4;false;True;collection
T47;W10881;2025-12-09T15:32:00+00:00;12.74;false;True;collection
T47;W5705;2025-12-09T15:32:00+00:00;14.04;false;True;collection
T47;W5446;2025-12-09T15:32:00+00:00;16.4;false;True;collection
T47;W4655;2025-12-09T15:32:00+00:00;22.4;false;True;collection
T47;W0678;2025-12-09T15:32:00+00:00;28.52;false;True;collection
T48;W4522;2025-12-10T03:11:00+00:00;19.9;false;True;collection
T48;W5057;2025-12-10T03:11:00+00:00;20.84;false;True;collection
T48;W4479;2025-12-10T03:11:00+00:00;19.9;false;True;collection
